;country;description;designation;points;price;province;region_1;region_2;taster_name;taster_twitter_handle;sex;taster_credit;title;variety;winery
5357;Italy;Here's a lighter, less bulky expression of Recioto that opens with a dark ruby color and pretty aromas of wild berry and dark cherry. It tastes sweet and thick, ending with a slight tannic nod that is firm without being astringent.;500ml;87;;Veneto;Recioto della Valpolicella;;;;;;Corte Sant' Alda 2006 500ml  (Recioto della Valpolicella);Corvina, Rondinella, Molinara;Corte Sant' Alda
5358;Spain;Apple and stone-fruit aromas are a little oily and starting to fade. Driving acidity keeps this in forward mode, but there's an empty gap in the middle of the palate. Waxy apple, apricot and orange flavors finish just juicy enough. Drink immediately.;Rosa Nautica;88;19.0;Galicia;Rías Baixas;;Michael Schachner;@wineschach;male;;La Gitana 2014 Rosa Nautica Albariño (Rías Baixas);Albariño;La Gitana
5359;Italy;Aromas of red berry, crushed blue flower and a toasted note take center stage. The slightly cloudy palate and fine sediment—a result of secondary fermentation in the bottle with no disgorgement—delivers delicate creamy cherry, juicy raspberry and hint of cinnamon alongside bright acidity. Panebianco, Golden State Wine.;Rimosso;87;25.0;Central Italy;Lambrusco di Sorbara;;Kerin O’Keefe;@kerinokeefe;female;;Cantina della Volta 2012 Rimosso  (Lambrusco di Sorbara);Lambrusco di Sorbara;Cantina della Volta
5360;US;Sophisticated and subtle, this lovely wine expresses varietal elegance, with a bouquet of roses and raspberries to begin. The jumble of pretty fruits is framed with citrus peel and a dusting of chocolate.;La Paulée;91;39.0;Oregon;Willamette Valley;Willamette Valley;Paul Gregutt;@paulgwine ;male;;Scott Paul 2013 La Paulée Pinot Noir (Willamette Valley);Pinot Noir;Scott Paul
5361;Spain;Ripe, earthy aromas of baked berry fruits, cassis and licorice lead to a chewy, stout palate. Oaky flavors of ripe blackberry and cassis are rooty and leathery, while this tastes of chocolate and fig on a broad finish. Drink through 2023.;HZ Abascal Vineyard;92;50.0;Northern Spain;Ribera del Duero;;Michael Schachner;@wineschach;male;;Marqués de la Concordia 2011 HZ Abascal Vineyard  (Ribera del Duero);Tempranillo;Marqués de la Concordia
5362;US;A screaming deal from Dan Lee and company, this dynamic Syrah shows plush blackberry, vanilla and caramel aromas. There's buoyant red and purple fruit on the palate, from boysenberry to black raspberry, kept fresh with lively acidity and accented with lavender and thyme.;G 17;91;22.0;California;Santa Lucia Highlands;Central Coast;Matt Kettmann;@mattkettmann;male;;Morgan 2014 G 17 Syrah (Santa Lucia Highlands);Syrah;Morgan
5363;Israel;Dark violet-red in color, this is a blend of 40% Petite Sirah, 35% Petit Verdot and 25% Shiraz. A bouquet of cherry, violet and mesquite lay the groundwork for a winning mélange of savory fruit flavors—think cherry, strawberry, smoke, flint, jasmine and orange peel. Smooth tannins lead the way to an orange-rind finish, with a hint of smoke and a slight umami feeling on the palate.;Legend;93;40.0;Judean Hills;;;Mike DeSimone;@worldwineguys;male;;Shiloh Winery 2010 Legend Red (Judean Hills);Red Blend;Shiloh Winery
5364;US;This sweet, low-alcohol, red version of Moscato is fantastically fruity and floral in aroma. Boysenberry and rose-petal flavors accompany a broad texture that clings to the palate on the finish.;;88;14.0;California;California;California Other;Jim Gordon;@gordone_cellars;male;1;Red Electra 2015 Moscato (California);Moscato;Red Electra
5365;Chile;A good everyday Chardonnay, this wine's apple and toasted oak notes are supported by brisk acidity and a smooth but lively mouthfeel. The finish is pleasing and displays a nice butterscotch note;Reserva;85;11.0;Maipo Valley;;;;;;;Carmen 1997 Reserva Chardonnay (Maipo Valley);Chardonnay;Carmen
5366;Chile;Flat, dusty aromas of lees and vanilla cookies are rather lifeless. While this is wet and somewhat juicy in feel, it's bland as a whole, with yeasty melon and citrus flavors that finish bready.;;84;12.0;Central Valley;;;Michael Schachner;@wineschach;male;;Rios de Chile 2015 Sauvignon Blanc (Central Valley);Sauvignon Blanc;Rios de Chile
5367;Argentina;Musky orange and grapefruit aromas include asparagus and bell pepper scents. This is flat in feel, with mostly vegetal flavors of asparagus and green bean.;RD;82;30.0;Other;Salta;;Michael Schachner;@wineschach;male;;Bodega Tacuil 2014 RD Sauvignon Blanc (Salta);Sauvignon Blanc;Bodega Tacuil
5368;US;Fresh and citrus-driven on the nose, this bottling—comprised of 88% Los Alamos estate fruit and 12% from Goodchild in the Santa Maria Valley—offers grapefruit, lemongrass, and key lime on the nose. On the palate, it's sour at first with pink grapefruit tones, opening up into riper orange and tangerine flavors.;;87;17.0;California;Santa Barbara County;Central Coast;Matt Kettmann;@mattkettmann;male;;Lucas & Lewellen 2015 Chardonnay (Santa Barbara County);Chardonnay;Lucas & Lewellen
5369;France;A wine that continues the impressive rise of du Tertre. It is becoming one of the sure values of Margaux, and this 2009 is both ripe and finely balanced. The acidity boosts the rich fruits, sweet tannins and the warm finish.;;93;47.0;Bordeaux;Margaux;;Roger Voss;@vossroger;male;;Château du Tertre 2009  Margaux;Bordeaux-style Red Blend;Château du Tertre
5370;US;A firm and fruity effort with some nice toasty elements. Precise and tangy, it offers some ripe berries and cranberries, and a pleasantly toasty finish.;;85;15.0;Oregon;Applegate Valley;Southern Oregon;Paul Gregutt;@paulgwine ;male;;Troon 1999 Cabernet Sauvignon (Applegate Valley);Cabernet Sauvignon;Troon
5371;Italy;Aromas of tilled soil, leather, spiced berry and menthol lead the nose. The palate offers blackberry, Marasca cherry, cedar, mint and white pepper alongside fresh acidity and assertive but fine-grained tannins that leave a somewhat drying finish. Drink 2016–2020.;Riserva;89;;Tuscany;Chianti Classico;;Kerin O’Keefe;@kerinokeefe;female;;Tenuta del Nanfro 2012 Riserva  (Chianti Classico);Red Blend;Tenuta del Nanfro
5372;France;The nonvintage Taittinger cuvée, with its lively mousse, is soft and creamily fruity. While the bottle tasted was young, it had enough ripe white fruits and lime-juice flavors to balance out the freshness. Typically for Taittinger, Chardonnay is an important element in the blend, giving the wine its final mineral tautness.;Brut Réserve;88;42.0;Champagne;Champagne;;Roger Voss;@vossroger;male;;Taittinger NV Brut Réserve  (Champagne);Champagne Blend;Taittinger
5373;Argentina;Raw, rubbery and just not that good of a wine. Bramble, leather and compost muscle out any fruit aromas, and on the palate it's perky to the point of being acidic. Lacks balance while burning up everything in its path.;Monteagrelo;81;37.0;Mendoza Province;Mendoza;;Michael Schachner;@wineschach;male;;Bressia 2005 Monteagrelo Malbec (Mendoza);Malbec;Bressia
5374;Australia;The Adelaide Hills is one of Australia's best sources of high-quality Chardonnay. This is a fine example, marrying toasted grain aromas with peach and citrus flavors and a touch of vanilla. It's soft, lush and promises easy drinking over the next year or two.;The Handshake;89;29.0;South Australia;Adelaide Hills;;Joe Czerwinski;@JoeCz;Male;;Penny's Hill 2013 The Handshake Chardonnay (Adelaide Hills);Chardonnay;Penny's Hill
5375;Argentina;This music-themed blend of Chardonnay and Chenin Blanc is named after vinyl records, and the name means “white noise.” The nose is made up of simple apple and stone-fruit aromas, and the wine tastes of briny orange, finishing racy and salty.;Ruido Blanco;87;23.0;Mendoza Province;Uco Valley;;Michael Schachner;@wineschach;male;;Vinilo 2015 Ruido Blanco White (Uco Valley);White Blend;Vinilo
5376;US;Lots of everything in this wine. Tannins, fruit, oak, acids, minerals, you name it. The result is very rich, but the astringent tannins overwhelm, and will never age out.;;85;30.0;California;Paso Robles;Central Coast;;;;;Opaque 2007 Petit Verdot (Paso Robles);Petit Verdot;Opaque
5377;South Africa;Vanilla and white fruits on the nose lead this fuller bodied organic Chard. On the palate, a spicy, robust style of white unfolds, making it ideal for everything from salmon to creamy poultry dishes. Nice spicy finish.;;85;10.0;Western Cape;;;Susan Kostrzewa;@suskostrzewa;;3;Sunshine Organics 2009 Chardonnay (Western Cape);Chardonnay;Sunshine Organics
5378;Chile;Alluring aromas of cigar box, cedar shavings, olive and berry fruits are magnetic with this Carmenère-led blend. In its youth, it is pushy and vibrant in the mouth. Flavors of tobacco, chocolate and leafy, lightly herbal berry fruits finish smooth, long and with just enough acidic cut. Drink through 2022.;Clos Apalta;93;93.0;Colchagua Valley;;;Michael Schachner;@wineschach;male;;Lapostolle 2010 Clos Apalta Red (Colchagua Valley);Red Blend;Lapostolle
5379;Italy;Enticing scents of crushed mint, new leather, rose petal and red berry take center stage. The mint note carries over to the precise vibrant palate along with red cherry, wild raspberry and star anise. Taut refined tannins provide structure while fresh acidity lends balance. Drink 2023–2043.;Cerequio;95;115.0;Piedmont;Barolo;;Kerin O’Keefe;@kerinokeefe;female;;Michele Chiarlo 2013 Cerequio  (Barolo);Nebbiolo;Michele Chiarlo
5380;South Africa;This Chenin seems to have an older soul than its peers, with mature notes of honeyed almond and sweet spice that infiltrate the Anjou pear and hard peach flavors. Citrus pith adds a touch of bitterness to the otherwise toasty, sweet spice-infused finish.;De Tradisie;89;19.0;Stellenbosch;;;Lauren Buzzeo;@laurbuzz;male;2;Rudera 2009 De Tradisie Chenin Blanc (Stellenbosch);Chenin Blanc;Rudera
5381;Italy;Toasted oak, pressed flower, exotic spice and aromatic herb aromas emerge on this firmly structured wine. The mature palate doles out dried black cherry, iron, coffee, sage and anise accompanied by close grained tannins that give the finish grip. A hint of graphite announces the close.;Martinella;90;35.0;Sicily & Sardinia;Etna;;Kerin O’Keefe;@kerinokeefe;female;;Vivera 2011 Martinella  (Etna);Red Blend;Vivera
5382;US;This wine begins with a clean and cool nose featuring green banana and other subdued tropical notes as well as salty seaspray. Once sipped, the tropical side emerges more, with papaya and guava, as well as overripe peach. Altogether, the alcohol feels a bit high.;;87;18.0;California;Santa Ynez Valley;Central Coast;Matt Kettmann;@mattkettmann;male;;Firestone 2012 Chardonnay (Santa Ynez Valley);Chardonnay;Firestone
5383;US;This memorably beautiful and delicious wine is made from estate-grown Grenache. The grapes weren't designated for saignee, but rather picked specifically to make this tart and tangy expression of an inviting grape. Orange in color, almost like a beer, it's dry and sneakily succulent, with inviting floral aromas at its core and enough body to stay interesting as it develops.;Grenache;94;26.0;California;Russian River Valley;Sonoma;Virginie Boone;@vboone;female;;Limerick Lane 2015 Grenache Rosé (Russian River Valley);Rosé;Limerick Lane
5384;US;A red Rhône blend that's too soft, hot and sweet. It has the taste of sugary raspberry jam and is not a dry table wine.;The Peasant;80;38.0;California;Paso Robles;Central Coast;;;;;Four Vines 2005 The Peasant Red (Paso Robles);Rhône-style Red Blend;Four Vines
5385;Austria;The nose is rather shy, while the palate brings freshly cut green apple and Conference pear. This is precisely but finely drawn with ample lemon freshness and bright verve. The body is light and dry. Bright, lively lemon on the finish sets the tone.;;89;;Niederösterreich;;;Anne Krebiehl MW;@AnneInVino;Female;;Ebner-Ebenauer 2016 Grüner Veltliner (Niederösterreich);Grüner Veltliner;Ebner-Ebenauer
5386;US;A delicious, easy wine to drink now. It's soft and fruity, with lots of candied raspberries, blackberries, anise, cocoa and spices. The wine is a tribute to the Braceros, Mexicans who were invited to California to work the fields during World War II.;Los Braceros;88;30.0;California;Sonoma Valley;Sonoma;;;;;Robledo 2007 Los Braceros Red (Sonoma Valley);Cabernet Blend;Robledo
5387;Chile;The bouquet delivers moderate citrus and snap, while the palate offers midlevel varietal flavors of lime and generic citrus. There's a smattering of green-herb character, while the finish is peppery, light, a touch watery but fresh. Drink soon and it should elicit more smiles than frowns.;;85;10.0;Central Valley;;;Michael Schachner;@wineschach;male;;Misiones de Rengo 2008 Sauvignon Blanc (Central Valley);Sauvignon Blanc;Misiones de Rengo
5388;US;This single-block bottling, though tasty, is a less complete wine than the Cuvée. Here the bright raspberry fruit is tight and constrained a bit, with an abundance of tart acids. Just a light hint of chocolate comes up in the finish.;Jordan Block;89;50.0;Oregon;McMinnville;Willamette Valley;Paul Gregutt;@paulgwine ;male;;Youngberg Hill Vineyards 2012 Jordan Block Pinot Noir (McMinnville);Pinot Noir;Youngberg Hill Vineyards
5389;Australia;Zippy and fresh in the mouth, well balanced, with eye-opening fresh green herb and lemon peel flavors. The same green herb, plus some petrol, shows on the nose. A gravelly, minerally finish brings it to a dry close.;;88;21.0;South Australia;Clare Valley;;;;;;Mount Horrocks 2002 Riesling (Clare Valley);Riesling;Mount Horrocks
5390;France;A spicy wine that is soft and light. Its texture gives a touch of acidity to the ripe lychee and apple flavors. It's a wine to drink young, fruity and easy.;;84;;Alsace;Alsace;;Roger Voss;@vossroger;male;;Wunsch & Mann 2012 Pinot Gris (Alsace);Pinot Gris;Wunsch & Mann
5391;Chile;Reduced on the nose, with blueberry, boysenberry and syrupy aromas that reflect the 55% Malbec in this Malbec-CS-Syrah blend. The palate is rich but flat, with dark flavors of black fruits, blueberrry and black licorice. Chunky and a little off the grid, but still good for a bulky wine.;Reserva  Malbec-Cabernet Sauvignon-Syrah;87;17.0;Limarí Valley;;;Michael Schachner;@wineschach;male;;Tamaya 2009 Reserva  Malbec-Cabernet Sauvignon-Syrah Red (Limarí Valley);Red Blend;Tamaya
5392;US;Youthful, yet lush and voluptuous on the palate, this balanced wine shows a sublime layering of peach and tropical vanilla with hints of spicy nutmeg and fennel. The oak is subtle and supportive.;;90;25.0;California;Sonoma Coast;Sonoma;Virginie Boone;@vboone;female;;Schug 2015 Chardonnay (Sonoma Coast);Chardonnay;Schug
5393;US;Made using a custom crush facility based in Santa Barbara County, this Napa Valley Cabernet is dry and jammy-sweet in cherry and blackberry. The finish is sharp, and the wine isn't age worthy.;;84;30.0;California;Rutherford;Napa;;;;;Prominence 2009 Cabernet Sauvignon (Rutherford);Cabernet Sauvignon;Prominence
